policy_id,member_id,agent_id,carrier,plan_type,effective_date,expiry_date,monthly_premium,annual_premium,commission_rate,monthly_commission,status,term_months
POL0000710,MEM000711,AGT0043,VSP,Dental Premium,2024-01-01,2026-01-01,57.53,690.36,0.22,12.66,cancelled,24
POL0000711,MEM000712,AGT0072,Zurich,Dental Basic,2023-09-01,2025-09-01,30.19,362.28,0.18,5.43,active,24
POL0000712,MEM000713,AGT0031,Zurich,Vision Basic,2024-12-01,2025-06-01,20.39,244.68,0.16,3.26,active,6
POL0000713,MEM000714,AGT0042,VSP,Dental+Vision Bundle,2024-10-01,2025-10-01,72.2,866.4,0.25,18.05,expired,12
POL0000714,MEM000715,AGT0070,Zurich,Dental Premium,2023-05-01,2024-05-01,56.06,672.72,0.22,12.33,expired,12
POL0000715,MEM000716,AGT0066,VSP,Vision Basic,2024-07-01,2026-07-01,19.24,230.88,0.16,3.08,active,24
POL0000716,MEM000717,AGT0066,MetLife,Dental+Vision Bundle,2023-11-01,2024-11-01,71.49,857.88,0.25,17.87,active,12
POL0000717,MEM000718,AGT0001,Zurich,Dental Basic,2023-07-01,2024-07-01,28.65,343.8,0.18,5.16,cancelled,12
POL0000718,MEM000719,AGT0014,MetLife,Vision Basic,2024-12-01,2026-12-01,19.53,234.36,0.16,3.12,expired,24
POL0000719,MEM000720,AGT0004,VSP,Vision Premium,2024-04-01,2027-04-01,36.43,437.16,0.2,7.29,cancelled,36
POL0000720,MEM000721,AGT0007,MetLife,Vision Premium,2023-03-01,2024-03-01,34.09,409.08,0.2,6.82,expired,12
POL0000721,MEM000722,AGT0030,VSP,Dental Premium,2024-08-01,2025-08-01,54.77,657.24,0.22,12.05,cancelled,12
POL0000722,MEM000723,AGT0041,MetLife,Dental Premium,2024-05-01,2025-05-01,57.25,687.0,0.22,12.6,active,12
POL0000723,MEM000724,AGT0080,MetLife,Vision Premium,2023-06-01,2026-06-01,34.39,412.68,0.2,6.88,active,36
POL0000724,MEM000725,AGT0046,Zurich,Dental Basic,2024-09-01,2026-09-01,31.13,373.56,0.18,5.6,cancelled,24
POL0000725,MEM000726,AGT0057,VSP,Dental Premium,2023-12-01,2024-12-01,52.93,635.16,0.22,11.64,active,12
POL0000726,MEM000727,AGT0021,Zurich,Dental Basic,2024-12-01,2025-12-01,31.43,377.16,0.18,5.66,active,12
POL0000727,MEM000728,AGT0019,VSP,Vision Premium,2024-03-01,2027-03-01,34.2,410.4,0.2,6.84,cancelled,36
POL0000728,MEM000729,AGT0071,Zurich,Dental Basic,2024-11-01,2025-11-01,30.22,362.64,0.18,5.44,cancelled,12
POL0000729,MEM000730,AGT0077,VSP,Vision Basic,2023-03-01,2025-03-01,20.92,251.04,0.16,3.35,cancelled,24
POL0000730,MEM000731,AGT0045,MetLife,Dental Premium,2023-04-01,2024-04-01,54.53,654.36,0.22,12.0,active,12
POL0000731,MEM000732,AGT0021,MetLife,Dental Basic,2024-11-01,2026-11-01,30.85,370.2,0.18,5.55,cancelled,24
POL0000732,MEM000733,AGT0024,Zurich,Vision Premium,2023-10-01,2024-04-01,34.48,413.76,0.2,6.9,expired,6
POL0000733,MEM000734,AGT0071,MetLife,Dental Premium,2023-03-01,2023-09-01,53.17,638.04,0.22,11.7,active,6
POL0000734,MEM000735,AGT0026,Zurich,Vision Basic,2023-04-01,2026-04-01,20.47,245.64,0.16,3.28,active,36
POL0000735,MEM000736,AGT0031,MetLife,Dental Premium,2024-01-01,2026-01-01,54.45,653.4,0.22,11.98,active,24
POL0000736,MEM000737,AGT0063,VSP,Dental Premium,2023-04-01,2025-04-01,53.03,636.36,0.22,11.67,active,24
POL0000737,MEM000738,AGT0020,Zurich,Vision Basic,2024-12-01,2025-12-01,20.4,244.8,0.16,3.26,cancelled,12
POL0000738,MEM000739,AGT0001,VSP,Dental Basic,2023-12-01,2024-12-01,31.02,372.24,0.18,5.58,active,12
POL0000739,MEM000740,AGT0047,MetLife,Vision Premium,2023-09-01,2025-09-01,35.5,426.0,0.2,7.1,active,24
POL0000740,MEM000741,AGT0058,VSP,Vision Premium,2024-01-01,2025-01-01,34.95,419.4,0.2,6.99,expired,12
POL0000741,MEM000742,AGT0023,Zurich,Vision Basic,2024-06-01,2026-06-01,19.63,235.56,0.16,3.14,cancelled,24
POL0000742,MEM000743,AGT0026,VSP,Vision Premium,2023-11-01,2024-05-01,36.46,437.52,0.2,7.29,active,6
POL0000743,MEM000744,AGT0003,Zurich,Vision Basic,2024-11-01,2025-11-01,19.79,237.48,0.16,3.17,active,12
POL0000744,MEM000745,AGT0076,MetLife,Dental+Vision Bundle,2024-09-01,2025-09-01,76.53,918.36,0.25,19.13,active,12
POL0000745,MEM000746,AGT0070,VSP,Vision Premium,2024-08-01,2025-08-01,36.57,438.84,0.2,7.31,cancelled,12
POL0000746,MEM000747,AGT0029,Zurich,Vision Premium,2023-07-01,2024-07-01,35.24,422.88,0.2,7.05,cancelled,12
POL0000747,MEM000748,AGT0065,Zurich,Dental Basic,2023-11-01,2024-11-01,29.18,350.16,0.18,5.25,active,12
POL0000748,MEM000749,AGT0031,Zurich,Vision Premium,2024-02-01,2025-02-01,34.21,410.52,0.2,6.84,expired,12
POL0000749,MEM000750,AGT0021,MetLife,Vision Basic,2024-07-01,2026-07-01,20.33,243.96,0.16,3.25,expired,24
POL0000750,MEM000751,AGT0046,MetLife,Dental Basic,2024-09-01,2026-09-01,30.56,366.72,0.18,5.5,active,24
POL0000751,MEM000752,AGT0034,VSP,Dental Basic,2024-06-01,2025-06-01,30.57,366.84,0.18,5.5,active,12
POL0000752,MEM000753,AGT0047,VSP,Vision Basic,2024-12-01,2025-12-01,20.64,247.68,0.16,3.3,expired,12
POL0000753,MEM000754,AGT0042,MetLife,Vision Premium,2024-05-01,2024-11-01,34.01,408.12,0.2,6.8,active,6
POL0000754,MEM000755,AGT0075,Zurich,Vision Basic,2024-07-01,2025-07-01,19.54,234.48,0.16,3.13,active,12
POL0000755,MEM000756,AGT0076,Zurich,Dental+Vision Bundle,2024-02-01,2026-02-01,76.33,915.96,0.25,19.08,active,24
POL0000756,MEM000757,AGT0049,MetLife,Vision Basic,2023-04-01,2026-04-01,19.84,238.08,0.16,3.17,active,36
POL0000757,MEM000758,AGT0062,Zurich,Dental Basic,2024-01-01,2025-01-01,29.37,352.44,0.18,5.29,active,12
POL0000758,MEM000759,AGT0030,MetLife,Vision Basic,2023-06-01,2024-06-01,20.26,243.12,0.16,3.24,active,12
POL0000759,MEM000760,AGT0024,MetLife,Dental Premium,2023-11-01,2024-11-01,56.74,680.88,0.22,12.48,active,12
POL0000760,MEM000761,AGT0043,Zurich,Dental Basic,2023-06-01,2024-06-01,29.53,354.36,0.18,5.32,active,12
POL0000761,MEM000762,AGT0027,Zurich,Dental Basic,2024-12-01,2025-06-01,28.64,343.68,0.18,5.16,active,6
POL0000762,MEM000763,AGT0006,MetLife,Vision Basic,2024-03-01,2025-03-01,19.18,230.16,0.16,3.07,active,12
POL0000763,MEM000764,AGT0006,Zurich,Dental Basic,2023-07-01,2025-07-01,29.59,355.08,0.18,5.33,active,24
POL0000764,MEM000765,AGT0067,VSP,Vision Basic,2023-07-01,2024-07-01,19.99,239.88,0.16,3.2,cancelled,12
POL0000765,MEM000766,AGT0011,MetLife,Dental Premium,2024-08-01,2027-08-01,53.71,644.52,0.22,11.82,pending,36
POL0000766,MEM000767,AGT0029,VSP,Vision Basic,2024-05-01,2024-11-01,19.29,231.48,0.16,3.09,expired,6
POL0000767,MEM000768,AGT0066,VSP,Dental Basic,2024-09-01,2026-09-01,30.52,366.24,0.18,5.49,expired,24
POL0000768,MEM000769,AGT0076,MetLife,Dental Basic,2024-01-01,2025-01-01,28.7,344.4,0.18,5.17,active,12
POL0000769,MEM000770,AGT0003,MetLife,Vision Basic,2024-02-01,2025-02-01,20.62,247.44,0.16,3.3,expired,12
POL0000770,MEM000771,AGT0078,MetLife,Dental Basic,2024-06-01,2025-06-01,29.19,350.28,0.18,5.25,cancelled,12
POL0000771,MEM000772,AGT0069,Zurich,Vision Premium,2024-10-01,2025-04-01,34.94,419.28,0.2,6.99,active,6
POL0000772,MEM000773,AGT0078,Zurich,Dental+Vision Bundle,2023-05-01,2024-05-01,77.57,930.84,0.25,19.39,expired,12
POL0000773,MEM000774,AGT0054,VSP,Dental+Vision Bundle,2024-12-01,2026-12-01,77.88,934.56,0.25,19.47,expired,24
POL0000774,MEM000775,AGT0062,VSP,Dental Premium,2024-07-01,2025-07-01,56.33,675.96,0.22,12.39,cancelled,12
POL0000775,MEM000776,AGT0018,VSP,Vision Basic,2024-09-01,2025-09-01,20.91,250.92,0.16,3.35,expired,12
POL0000776,MEM000777,AGT0077,Zurich,Dental Premium,2023-09-01,2026-09-01,55.63,667.56,0.22,12.24,expired,36
POL0000777,MEM000778,AGT0074,Zurich,Dental Basic,2023-08-01,2024-08-01,30.57,366.84,0.18,5.5,expired,12
POL0000778,MEM000779,AGT0041,VSP,Dental Premium,2023-02-01,2024-02-01,54.97,659.64,0.22,12.09,active,12
POL0000779,MEM000780,AGT0033,VSP,Dental+Vision Bundle,2023-07-01,2026-07-01,74.48,893.76,0.25,18.62,active,36
POL0000780,MEM000781,AGT0079,VSP,Dental+Vision Bundle,2024-04-01,2027-04-01,75.98,911.76,0.25,19.0,active,36
POL0000781,MEM000782,AGT0071,Zurich,Vision Basic,2024-03-01,2025-03-01,19.48,233.76,0.16,3.12,expired,12
POL0000782,MEM000783,AGT0062,VSP,Dental+Vision Bundle,2024-02-01,2025-02-01,76.83,921.96,0.25,19.21,active,12
POL0000783,MEM000784,AGT0018,Zurich,Dental Basic,2024-09-01,2026-09-01,30.5,366.0,0.18,5.49,expired,24
POL0000784,MEM000785,AGT0013,MetLife,Vision Basic,2023-09-01,2025-09-01,20.77,249.24,0.16,3.32,cancelled,24
POL0000785,MEM000786,AGT0007,MetLife,Dental Premium,2024-01-01,2025-01-01,52.96,635.52,0.22,11.65,expired,12
POL0000786,MEM000787,AGT0019,VSP,Dental+Vision Bundle,2024-11-01,2025-05-01,74.51,894.12,0.25,18.63,active,6
POL0000787,MEM000788,AGT0034,MetLife,Dental Premium,2024-04-01,2024-10-01,53.09,637.08,0.22,11.68,active,6
POL0000788,MEM000789,AGT0052,Zurich,Vision Premium,2024-10-01,2025-10-01,34.59,415.08,0.2,6.92,cancelled,12
POL0000789,MEM000790,AGT0023,Zurich,Vision Basic,2023-11-01,2025-11-01,19.83,237.96,0.16,3.17,active,24
POL0000790,MEM000791,AGT0037,MetLife,Dental Basic,2023-02-01,2025-02-01,29.41,352.92,0.18,5.29,cancelled,24
POL0000791,MEM000792,AGT0030,Zurich,Dental Basic,2024-10-01,2026-10-01,29.76,357.12,0.18,5.36,expired,24
POL0000792,MEM000793,AGT0001,MetLife,Dental Basic,2023-03-01,2024-03-01,30.73,368.76,0.18,5.53,active,12
POL0000793,MEM000794,AGT0051,VSP,Vision Basic,2023-11-01,2024-11-01,19.15,229.8,0.16,3.06,active,12
POL0000794,MEM000795,AGT0012,Zurich,Dental Premium,2024-07-01,2026-07-01,56.27,675.24,0.22,12.38,expired,24
POL0000795,MEM000796,AGT0045,VSP,Dental Basic,2024-08-01,2026-08-01,30.29,363.48,0.18,5.45,active,24
POL0000796,MEM000797,AGT0074,MetLife,Dental Premium,2023-08-01,2024-08-01,54.99,659.88,0.22,12.1,active,12
POL0000797,MEM000798,AGT0072,MetLife,Vision Basic,2024-03-01,2025-03-01,19.07,228.84,0.16,3.05,cancelled,12
POL0000798,MEM000799,AGT0033,Zurich,Dental+Vision Bundle,2024-01-01,2026-01-01,76.16,913.92,0.25,19.04,active,24
POL0000799,MEM000800,AGT0049,Zurich,Vision Basic,2024-09-01,2025-09-01,20.04,240.48,0.16,3.21,active,12
POL0000800,MEM000801,AGT0059,Zurich,Dental+Vision Bundle,2023-10-01,2024-10-01,76.55,918.6,0.25,19.14,cancelled,12
POL0000801,MEM000802,AGT0009,VSP,Vision Basic,2024-06-01,2024-12-01,20.62,247.44,0.16,3.3,active,6
POL0000802,MEM000803,AGT0053,VSP,Vision Basic,2023-09-01,2024-09-01,20.18,242.16,0.16,3.23,pending,12
POL0000803,MEM000804,AGT0037,MetLife,Dental Premium,2023-02-01,2024-02-01,55.87,670.44,0.22,12.29,active,12
POL0000804,MEM000805,AGT0023,VSP,Dental Premium,2024-01-01,2027-01-01,56.41,676.92,0.22,12.41,active,36
POL0000805,MEM000806,AGT0024,Zurich,Vision Premium,2023-09-01,2024-09-01,34.92,419.04,0.2,6.98,active,12
POL0000806,MEM000807,AGT0031,Zurich,Dental Basic,2023-08-01,2024-02-01,31.34,376.08,0.18,5.64,cancelled,6
POL0000807,MEM000808,AGT0026,MetLife,Dental+Vision Bundle,2023-10-01,2024-10-01,71.25,855.0,0.25,17.81,cancelled,12
POL0000808,MEM000809,AGT0016,MetLife,Vision Premium,2024-01-01,2025-01-01,35.6,427.2,0.2,7.12,expired,12
POL0000809,MEM000810,AGT0001,Zurich,Dental+Vision Bundle,2024-12-01,2025-12-01,72.4,868.8,0.25,18.1,active,12
POL0000810,MEM000811,AGT0041,VSP,Dental+Vision Bundle,2024-06-01,2025-06-01,74.39,892.68,0.25,18.6,active,12
POL0000811,MEM000812,AGT0024,Zurich,Dental Premium,2024-09-01,2025-09-01,56.24,674.88,0.22,12.37,cancelled,12
POL0000812,MEM000813,AGT0007,Zurich,Vision Premium,2023-09-01,2024-03-01,35.11,421.32,0.2,7.02,active,6
POL0000813,MEM000814,AGT0065,VSP,Dental Premium,2024-06-01,2025-06-01,54.68,656.16,0.22,12.03,expired,12
POL0000814,MEM000815,AGT0067,VSP,Dental Premium,2023-07-01,2025-07-01,55.45,665.4,0.22,12.2,pending,24
POL0000815,MEM000816,AGT0049,Zurich,Dental Basic,2023-02-01,2024-02-01,30.41,364.92,0.18,5.47,active,12
POL0000816,MEM000817,AGT0071,VSP,Dental Basic,2024-02-01,2025-02-01,30.14,361.68,0.18,5.43,active,12
POL0000817,MEM000818,AGT0024,VSP,Dental Premium,2024-05-01,2026-05-01,53.67,644.04,0.22,11.81,active,24
POL0000818,MEM000819,AGT0052,VSP,Vision Basic,2024-04-01,2025-04-01,20.88,250.56,0.16,3.34,active,12
POL0000819,MEM000820,AGT0030,MetLife,Vision Premium,2024-09-01,2025-09-01,34.7,416.4,0.2,6.94,active,12
POL0000820,MEM000821,AGT0049,MetLife,Dental Basic,2023-09-01,2025-09-01,29.5,354.0,0.18,5.31,active,24
POL0000821,MEM000822,AGT0023,VSP,Vision Basic,2023-07-01,2024-07-01,19.84,238.08,0.16,3.17,active,12
POL0000822,MEM000823,AGT0041,VSP,Dental Premium,2024-11-01,2025-05-01,55.92,671.04,0.22,12.3,cancelled,6
POL0000823,MEM000824,AGT0051,MetLife,Vision Premium,2024-08-01,2026-08-01,33.97,407.64,0.2,6.79,active,24
POL0000824,MEM000825,AGT0061,Zurich,Dental Basic,2023-04-01,2026-04-01,28.76,345.12,0.18,5.18,active,36
POL0000825,MEM000826,AGT0047,Zurich,Vision Basic,2024-01-01,2025-01-01,19.87,238.44,0.16,3.18,active,12
POL0000826,MEM000827,AGT0053,MetLife,Dental Premium,2023-10-01,2024-10-01,56.2,674.4,0.22,12.36,active,12
POL0000827,MEM000828,AGT0074,Zurich,Vision Basic,2024-12-01,2025-12-01,20.91,250.92,0.16,3.35,active,12
POL0000828,MEM000829,AGT0042,Zurich,Vision Basic,2023-07-01,2025-07-01,19.42,233.04,0.16,3.11,cancelled,24
POL0000829,MEM000830,AGT0079,VSP,Vision Basic,2024-05-01,2026-05-01,19.95,239.4,0.16,3.19,active,24
POL0000830,MEM000831,AGT0054,Zurich,Vision Basic,2023-06-01,2025-06-01,19.19,230.28,0.16,3.07,active,24
POL0000831,MEM000832,AGT0021,VSP,Dental Basic,2024-03-01,2025-03-01,28.82,345.84,0.18,5.19,cancelled,12
POL0000832,MEM000833,AGT0078,Zurich,Dental Premium,2023-12-01,2025-12-01,52.83,633.96,0.22,11.62,active,24
POL0000833,MEM000834,AGT0067,VSP,Dental Premium,2024-04-01,2025-04-01,53.09,637.08,0.22,11.68,expired,12
POL0000834,MEM000835,AGT0031,Zurich,Dental Premium,2023-08-01,2024-08-01,55.9,670.8,0.22,12.3,active,12
POL0000835,MEM000836,AGT0051,MetLife,Dental Basic,2023-04-01,2024-04-01,30.94,371.28,0.18,5.57,active,12
POL0000836,MEM000837,AGT0004,VSP,Vision Basic,2024-05-01,2024-11-01,19.11,229.32,0.16,3.06,active,6
POL0000837,MEM000838,AGT0080,MetLife,Dental Basic,2023-04-01,2024-04-01,28.58,342.96,0.18,5.14,pending,12
POL0000838,MEM000839,AGT0032,Zurich,Dental Premium,2024-03-01,2026-03-01,55.9,670.8,0.22,12.3,active,24
POL0000839,MEM000840,AGT0068,MetLife,Dental Basic,2024-11-01,2025-11-01,29.12,349.44,0.18,5.24,expired,12
POL0000840,MEM000841,AGT0061,VSP,Dental+Vision Bundle,2024-12-01,2025-12-01,74.68,896.16,0.25,18.67,active,12
POL0000841,MEM000842,AGT0057,MetLife,Dental+Vision Bundle,2024-08-01,2025-08-01,73.56,882.72,0.25,18.39,active,12
POL0000842,MEM000843,AGT0077,VSP,Vision Basic,2024-08-01,2025-08-01,19.39,232.68,0.16,3.1,cancelled,12
POL0000843,MEM000844,AGT0068,Zurich,Vision Basic,2024-11-01,2025-11-01,20.04,240.48,0.16,3.21,cancelled,12
POL0000844,MEM000845,AGT0070,MetLife,Dental+Vision Bundle,2023-12-01,2024-06-01,71.46,857.52,0.25,17.86,active,6
POL0000845,MEM000846,AGT0053,VSP,Dental Basic,2024-04-01,2025-04-01,28.96,347.52,0.18,5.21,active,12
POL0000846,MEM000847,AGT0018,VSP,Dental Premium,2023-02-01,2026-02-01,57.66,691.92,0.22,12.69,active,36
POL0000847,MEM000848,AGT0062,VSP,Dental Basic,2024-08-01,2027-08-01,29.32,351.84,0.18,5.28,active,36
POL0000848,MEM000849,AGT0030,MetLife,Vision Basic,2024-04-01,2025-04-01,20.91,250.92,0.16,3.35,active,12
POL0000849,MEM000850,AGT0056,VSP,Dental Basic,2023-08-01,2026-08-01,29.73,356.76,0.18,5.35,active,36
POL0000850,MEM000851,AGT0029,VSP,Dental Basic,2024-11-01,2025-11-01,29.98,359.76,0.18,5.4,active,12
POL0000851,MEM000852,AGT0079,Zurich,Vision Premium,2024-11-01,2025-05-01,35.36,424.32,0.2,7.07,active,6
POL0000852,MEM000853,AGT0053,MetLife,Dental+Vision Bundle,2023-11-01,2024-11-01,72.4,868.8,0.25,18.1,cancelled,12
POL0000853,MEM000854,AGT0015,Zurich,Vision Basic,2023-08-01,2024-08-01,19.1,229.2,0.16,3.06,active,12
POL0000854,MEM000855,AGT0063,MetLife,Dental Premium,2024-05-01,2025-05-01,52.95,635.4,0.22,11.65,expired,12
POL0000855,MEM000856,AGT0003,MetLife,Dental+Vision Bundle,2023-07-01,2024-07-01,74.03,888.36,0.25,18.51,cancelled,12
POL0000856,MEM000857,AGT0057,Zurich,Dental Basic,2023-11-01,2024-11-01,31.03,372.36,0.18,5.59,expired,12
POL0000857,MEM000858,AGT0064,MetLife,Dental Premium,2023-05-01,2024-05-01,52.67,632.04,0.22,11.59,active,12
POL0000858,MEM000859,AGT0060,Zurich,Vision Premium,2023-12-01,2024-12-01,33.39,400.68,0.2,6.68,active,12
POL0000859,MEM000860,AGT0008,VSP,Vision Premium,2024-01-01,2027-01-01,36.22,434.64,0.2,7.24,active,36
POL0000860,MEM000861,AGT0024,MetLife,Dental+Vision Bundle,2023-04-01,2025-04-01,77.86,934.32,0.25,19.46,active,24
POL0000861,MEM000862,AGT0016,Zurich,Dental Basic,2023-10-01,2024-04-01,29.7,356.4,0.18,5.35,active,6
POL0000862,MEM000863,AGT0026,VSP,Vision Premium,2024-04-01,2025-04-01,33.64,403.68,0.2,6.73,active,12
POL0000863,MEM000864,AGT0061,VSP,Vision Premium,2023-05-01,2024-05-01,34.95,419.4,0.2,6.99,active,12
POL0000864,MEM000865,AGT0006,Zurich,Dental+Vision Bundle,2023-12-01,2025-12-01,74.88,898.56,0.25,18.72,active,24
POL0000865,MEM000866,AGT0062,Zurich,Dental Premium,2024-07-01,2025-07-01,54.34,652.08,0.22,11.95,active,12
POL0000866,MEM000867,AGT0015,MetLife,Vision Basic,2024-02-01,2024-08-01,19.27,231.24,0.16,3.08,active,6
POL0000867,MEM000868,AGT0036,Zurich,Dental Basic,2023-12-01,2024-12-01,30.14,361.68,0.18,5.43,cancelled,12
POL0000868,MEM000869,AGT0075,Zurich,Vision Basic,2023-10-01,2025-10-01,19.6,235.2,0.16,3.14,active,24
POL0000869,MEM000870,AGT0012,MetLife,Dental Basic,2024-10-01,2025-10-01,30.89,370.68,0.18,5.56,active,12
POL0000870,MEM000871,AGT0008,VSP,Vision Basic,2023-05-01,2024-05-01,19.49,233.88,0.16,3.12,active,12
POL0000871,MEM000872,AGT0063,MetLife,Dental Premium,2024-08-01,2025-08-01,56.22,674.64,0.22,12.37,active,12
POL0000872,MEM000873,AGT0025,MetLife,Vision Premium,2024-08-01,2025-08-01,34.86,418.32,0.2,6.97,active,12
POL0000873,MEM000874,AGT0006,VSP,Vision Premium,2024-02-01,2024-08-01,36.54,438.48,0.2,7.31,expired,6
POL0000874,MEM000875,AGT0063,MetLife,Vision Basic,2024-08-01,2026-08-01,20.82,249.84,0.16,3.33,active,24
POL0000875,MEM000876,AGT0060,VSP,Dental+Vision Bundle,2024-08-01,2025-08-01,76.33,915.96,0.25,19.08,cancelled,12
POL0000876,MEM000877,AGT0009,Zurich,Dental Basic,2024-10-01,2026-10-01,31.25,375.0,0.18,5.62,cancelled,24
POL0000877,MEM000878,AGT0047,VSP,Dental Basic,2023-11-01,2024-11-01,29.24,350.88,0.18,5.26,active,12
POL0000878,MEM000879,AGT0024,MetLife,Vision Basic,2024-11-01,2025-05-01,19.16,229.92,0.16,3.07,active,6
POL0000879,MEM000880,AGT0009,Zurich,Dental+Vision Bundle,2024-02-01,2027-02-01,77.15,925.8,0.25,19.29,expired,36
POL0000880,MEM000881,AGT0064,Zurich,Dental Basic,2024-03-01,2025-03-01,30.72,368.64,0.18,5.53,expired,12
POL0000881,MEM000882,AGT0042,MetLife,Dental Basic,2023-11-01,2025-11-01,30.9,370.8,0.18,5.56,active,24
POL0000882,MEM000883,AGT0017,MetLife,Dental+Vision Bundle,2024-12-01,2026-12-01,77.59,931.08,0.25,19.4,active,24
POL0000883,MEM000884,AGT0025,MetLife,Dental Basic,2023-08-01,2025-08-01,30.29,363.48,0.18,5.45,expired,24
POL0000884,MEM000885,AGT0068,Zurich,Vision Premium,2024-11-01,2026-11-01,34.67,416.04,0.2,6.93,active,24
POL0000885,MEM000886,AGT0029,Zurich,Vision Premium,2023-10-01,2025-10-01,34.25,411.0,0.2,6.85,expired,24
POL0000886,MEM000887,AGT0011,VSP,Dental+Vision Bundle,2023-02-01,2024-02-01,71.83,861.96,0.25,17.96,active,12
POL0000887,MEM000888,AGT0054,VSP,Vision Premium,2023-04-01,2025-04-01,35.04,420.48,0.2,7.01,active,24
POL0000888,MEM000889,AGT0006,Zurich,Dental Basic,2023-04-01,2025-04-01,31.05,372.6,0.18,5.59,cancelled,24
POL0000889,MEM000890,AGT0067,MetLife,Dental Basic,2023-12-01,2024-12-01,31.34,376.08,0.18,5.64,active,12
POL0000890,MEM000891,AGT0025,MetLife,Vision Basic,2023-09-01,2024-03-01,20.4,244.8,0.16,3.26,active,6
POL0000891,MEM000892,AGT0072,Zurich,Vision Basic,2023-10-01,2024-10-01,19.88,238.56,0.16,3.18,active,12
POL0000892,MEM000893,AGT0059,Zurich,Vision Premium,2023-05-01,2023-11-01,34.33,411.96,0.2,6.87,active,6
POL0000893,MEM000894,AGT0071,VSP,Vision Basic,2023-05-01,2024-05-01,18.99,227.88,0.16,3.04,cancelled,12
POL0000894,MEM000895,AGT0077,VSP,Dental+Vision Bundle,2024-12-01,2026-12-01,77.29,927.48,0.25,19.32,expired,24
POL0000895,MEM000896,AGT0048,VSP,Vision Premium,2023-12-01,2024-12-01,34.28,411.36,0.2,6.86,cancelled,12
POL0000896,MEM000897,AGT0031,Zurich,Vision Basic,2024-04-01,2025-04-01,19.42,233.04,0.16,3.11,active,12
POL0000897,MEM000898,AGT0047,VSP,Dental Premium,2024-02-01,2025-02-01,56.69,680.28,0.22,12.47,active,12
POL0000898,MEM000899,AGT0037,Zurich,Dental Basic,2024-03-01,2027-03-01,29.31,351.72,0.18,5.28,active,36
POL0000899,MEM000900,AGT0039,MetLife,Dental Basic,2023-06-01,2026-06-01,28.95,347.4,0.18,5.21,active,36
POL0000900,MEM000901,AGT0071,Zurich,Vision Basic,2023-12-01,2026-12-01,20.19,242.28,0.16,3.23,cancelled,36
POL0000901,MEM000902,AGT0005,VSP,Dental Premium,2024-09-01,2025-09-01,53.71,644.52,0.22,11.82,active,12
POL0000902,MEM000903,AGT0075,MetLife,Dental Basic,2023-06-01,2025-06-01,31.3,375.6,0.18,5.63,active,24
POL0000903,MEM000904,AGT0052,Zurich,Dental+Vision Bundle,2023-12-01,2024-12-01,75.59,907.08,0.25,18.9,expired,12
POL0000904,MEM000905,AGT0023,VSP,Dental+Vision Bundle,2023-04-01,2024-04-01,71.27,855.24,0.25,17.82,expired,12
POL0000905,MEM000906,AGT0039,MetLife,Vision Premium,2024-09-01,2025-09-01,33.61,403.32,0.2,6.72,active,12
POL0000906,MEM000907,AGT0008,VSP,Dental Premium,2024-09-01,2026-09-01,57.73,692.76,0.22,12.7,active,24
POL0000907,MEM000908,AGT0030,Zurich,Vision Premium,2024-04-01,2025-04-01,35.45,425.4,0.2,7.09,expired,12
POL0000908,MEM000909,AGT0007,VSP,Vision Basic,2024-10-01,2025-04-01,20.66,247.92,0.16,3.31,active,6
POL0000909,MEM000910,AGT0020,VSP,Vision Basic,2023-12-01,2024-12-01,20.51,246.12,0.16,3.28,active,12
POL0000910,MEM000911,AGT0051,VSP,Vision Premium,2023-09-01,2024-09-01,33.47,401.64,0.2,6.69,cancelled,12
POL0000911,MEM000912,AGT0029,VSP,Dental Premium,2024-09-01,2025-03-01,54.93,659.16,0.22,12.08,expired,6
POL0000912,MEM000913,AGT0044,MetLife,Vision Basic,2024-03-01,2025-03-01,20.36,244.32,0.16,3.26,active,12
POL0000913,MEM000914,AGT0034,MetLife,Dental Premium,2023-03-01,2023-09-01,55.18,662.16,0.22,12.14,active,6
POL0000914,MEM000915,AGT0062,Zurich,Dental Basic,2024-04-01,2025-04-01,29.71,356.52,0.18,5.35,active,12
POL0000915,MEM000916,AGT0072,Zurich,Dental+Vision Bundle,2024-03-01,2025-03-01,74.21,890.52,0.25,18.55,active,12
POL0000916,MEM000917,AGT0010,VSP,Vision Premium,2024-07-01,2025-07-01,33.46,401.52,0.2,6.69,active,12
POL0000917,MEM000918,AGT0015,Zurich,Dental Premium,2023-12-01,2026-12-01,54.44,653.28,0.22,11.98,active,36
POL0000918,MEM000919,AGT0042,VSP,Vision Basic,2024-02-01,2026-02-01,19.75,237.0,0.16,3.16,cancelled,24
POL0000919,MEM000920,AGT0045,Zurich,Dental+Vision Bundle,2023-02-01,2024-02-01,75.13,901.56,0.25,18.78,active,12
POL0000920,MEM000921,AGT0006,MetLife,Dental Basic,2024-04-01,2025-04-01,28.7,344.4,0.18,5.17,active,12
POL0000921,MEM000922,AGT0015,Zurich,Dental Basic,2024-02-01,2025-02-01,29.71,356.52,0.18,5.35,active,12
POL0000922,MEM000923,AGT0002,VSP,Vision Premium,2024-10-01,2027-10-01,36.46,437.52,0.2,7.29,active,36
